1 bfc00300 1b bfc00b2c
1 bfc00304 1b 00000b2c
1 bfc00308 1a 33330000
1 bfc0030c 1a 33333000
1 bfc00310 1b 33333b2c
1 bfc00314 1a 33333b2c
1 bfc00328 09 00230000
1 bfc0032c 09 00234500
1 bfc00334 0a 00780000
1 bfc00338 0a 00789a00
1 bfc00340 0b 00000003
1 bfc00380 1a 00000008
1 bfc00388 1a 00000008
1 bfc0038c 1b 00000001
1 bfc0039c 1b 00000002
